	mouse_TATA	mouse_INR
Vpreb1	False	False
Vps11	False	False
Vps13a	False	True
Vps13b	False	False
Vps13c	False	True
Vps13d	False	False
Vps16	False	False
Vps18	False	False
Vps25	False	False
Vps26a	False	False
Vps26b	False	False
Vps26c	False	False
Vps28	False	False
Vps29	False	False
Vps33a	False	False
Vps33b	False	False
Vps35	False	True
Vps35l	False	False
Vps36	False	False
Vps37a	False	False
Vps37b	False	False
Vps37c	False	True
Vps37d	False	False
Vps39	False	False
Vps41	False	False
Vps45	False	False
Vps4a	False	True
Vps4b	False	False
Vps50	False	False
Vps51	False	False
Vps52	False	False
Vps53	False	False
Vps54	False	False
Vps72	False	False
Vps8	False	False
Vps9d1	False	False
Vrk1	False	False
Vrk2	False	False
Vrk3	False	False
Vsig1	False	False
Vsig10	False	True
Vsig10l	False	False
Vsig2	False	True
Vsig4	True	True
Vsig8	True	True
Vsir	False	False
Vsnl1	False	True
Vstm2a	False	False
Vstm2b	False	False
Vstm2l	False	True
Vstm4	False	False
Vstm5	False	False
Vsx1	True	False
Vsx2	True	False
Vta1	False	False
Vtcn1	True	False
Vti1a	False	False
Vti1b	False	False
Vtn	False	True
Vwa1	False	True
Vwa2	False	False
Vwa3b	False	False
Vwa5a	False	False
Vwa5b1	False	True
Vwa7	False	False
Vwa8	False	False
Vwc2	False	False
Vwc2l	False	True
Vwce	False	False
Vwde	False	True
Vwf	False	True
Vxn	False	False
Wac	False	False
Wap	True	True
Wapl	False	False
Wars	False	False
Wars2	False	False
Was	False	True
Wasf1	False	True
Wasf2	False	False
Wasf3	False	False
Washc1	False	False
Washc2	False	False
Washc3	False	False
Washc4	False	False
Washc5	False	False
Wasl	False	False
Wbp1	False	False
Wbp11	False	False
Wbp1l	False	False
Wbp2	False	True
Wbp2nl	False	False
Wbp4	False	False
Wdcp	False	False
Wdfy1	False	False
Wdfy2	False	False
Wdfy3	False	False
Wdfy4	False	False
Wdhd1	False	True
Wdpcp	False	False
Wdr1	False	False
Wdr11	False	False
Wdr12	False	True
Wdr13	False	False
Wdr18	False	True
Wdr19	False	False
Wdr24	False	True
Wdr26	False	False
Wdr27	False	True
Wdr3	False	False
Wdr33	False	False
Wdr35	False	False
Wdr36	False	False
Wdr37	True	False
Wdr4	False	False
Wdr41	False	True
Wdr43	False	False
Wdr44	False	True
Wdr45	False	True
Wdr45b	False	False
Wdr46	False	False
Wdr47	False	False
Wdr48	False	False
Wdr5	False	True
Wdr54	False	False
Wdr55	False	True
Wdr59	False	False
Wdr6	False	False
Wdr61	False	True
Wdr62	False	False
Wdr66	False	False
Wdr7	False	False
Wdr70	False	False
Wdr72	False	True
Wdr73	False	True
Wdr74	False	False
Wdr75	False	False
Wdr76	False	False
Wdr77	False	False
Wdr81	False	True
Wdr82	False	True
Wdr83	True	False
Wdr83os	False	False
Wdr90	False	False
Wdr91	False	False
Wdr93	False	False
Wdsub1	False	False
Wdyhv1	False	False
Wee1	False	True
Wee2	False	False
Wfdc1	False	True
Wfdc11	False	False
Wfdc12	False	True
Wfdc13	False	False
Wfdc15a	False	True
Wfdc15b	False	False
Wfdc17	False	False
Wfdc18	False	False
Wfdc2	True	True
Wfdc21	False	False
Wfdc3	False	True
Wfdc6a	False	False
Wfdc6b	False	False
Wfdc8	False	False
Wfdc9	False	False
Wfikkn1	False	False
Wfikkn2	False	False
Wfs1	False	False
Whamm	False	False
Whrn	False	True
Wif1	False	True
Wipf1	False	False
Wipf2	False	False
Wipf3	False	False
Wipi1	False	False
Wipi2	False	False
Wiz	False	False
Wls	False	False
Wnk1	False	True
Wnk2	False	False
Wnk3	False	False
Wnk4	False	False
Wnt1	False	True
Wnt10a	False	False
Wnt10b	False	False
Wnt11	False	False
Wnt16	False	True
Wnt2	False	False
Wnt2b	False	True
Wnt3	False	False
Wnt3a	False	False
Wnt4	False	True
Wnt5a	False	True
Wnt5b	False	True
Wnt6	False	False
Wnt7a	False	True
Wnt7b	False	False
Wnt8a	False	False
Wnt8b	False	False
Wnt9a	True	False
Wnt9b	True	False
Wrap53	False	False
Wrap73	False	False
Wrn	False	True
Wrnip1	False	False
Wsb1	False	True
Wsb2	False	True
Wscd1	False	False
Wscd2	False	False
Wt1	False	False
Wtap	False	False
Wtip	False	False
Wwc1	False	False
Wwc2	False	True
Wwox	False	False
Wwp1	False	False
Wwp2	False	False
Wwtr1	False	True
Xab2	False	True
Xaf1	False	True
Xbp1	False	False
Xcl1	True	True
Xcr1	False	False
Xdh	False	False
Xiap	False	False
Xirp1	True	False
Xirp2	True	True
Xk	False	False
Xkr4	False	False
Xkr5	False	True
Xkr6	False	True
Xkr7	False	False
Xkr8	False	False
Xkr9	False	True
Xkrx	False	False
Xlr	False	True
Xlr3a	False	False
Xlr3b	False	False
Xlr4a	False	False
Xlr4b	False	False
Xlr4c	False	True
Xlr5a	False	False
Xlr5b	False	False
Xlr5c	False	False
Xpa	False	False
Xpc	False	False
Xpnpep1	False	False
Xpnpep2	False	True
Xpnpep3	False	False
Xpo1	False	False
Xpo4	False	False
Xpo5	False	True
Xpo6	False	True
Xpo7	False	False
Xpot	False	False
Xpr1	False	False
Xrcc1	False	False
Xrcc2	False	False
Xrcc3	False	False
Xrcc4	False	False
Xrcc5	False	True
Xrcc6	False	False
Xrn1	False	True
Xrn2	False	False
Xrra1	False	False
Xxylt1	False	False
Xylb	False	True
Xylt1	False	False
Xylt2	False	False
Yae1d1	False	False
Yaf2	False	False
Yap1	False	False
Yars	False	True
Yars2	False	False
Ybey	False	True
Ybx1	False	False
Ybx2	False	False
Ybx3	False	False
Ydjc	False	False
Yeats2	False	False
Yeats4	False	False
Yes1	False	False
Yif1a	False	False
Yif1b	False	False
Yipf1	False	False
Yipf2	False	False
Yipf3	False	False
Yipf4	False	False
Yipf5	False	True
Yipf6	False	True
Yipf7	False	False
Yjefn3	False	False
Yju2	False	False
Ykt6	False	False
Ylpm1	False	False
Yme1l1	False	True
Yod1	False	False
Ypel1	False	False
Ypel2	False	True
Ypel3	False	False
Ypel4	False	True
Ypel5	False	False
Yrdc	False	False
Ythdc1	False	False
Ythdc2	False	False
Ythdf1	False	True
Ythdf2	False	False
Ythdf3	False	False
Ywhab	False	False
Ywhae	False	False
Ywhag	False	True
Ywhah	False	True
Ywhaq	False	True
Ywhaz	False	False
Yy1	False	False
Yy2	False	True
Zadh2	False	True
Zan	False	False
Zap70	False	False
Zar1	False	False
Zbbx	False	False
Zbed3	True	False
Zbed4	False	True
Zbed6	False	False
Zbp1	False	False
Zbtb1	False	False
Zbtb10	False	False
Zbtb11	False	True
Zbtb12	False	False
Zbtb14	False	False
Zbtb16	False	False
Zbtb17	False	False
Zbtb18	False	False
Zbtb2	False	False
Zbtb20	False	False
Zbtb21	False	False
Zbtb22	False	False
Zbtb24	False	False
Zbtb25	False	False
Zbtb26	False	True
Zbtb3	False	False
Zbtb32	False	False
Zbtb33	False	False
Zbtb34	False	False
Zbtb37	False	True
Zbtb38	False	True
Zbtb4	False	False
Zbtb40	False	False
Zbtb41	False	False
Zbtb42	False	False
Zbtb43	False	False
Zbtb44	False	False
Zbtb45	False	False
Zbtb46	False	False
Zbtb48	False	False
Zbtb49	False	False
Zbtb5	False	True
Zbtb6	False	False
Zbtb7a	False	False
Zbtb7b	False	True
Zbtb7c	False	True
Zbtb8a	False	False
Zbtb8b	False	True
Zbtb8os	False	False
Zbtb9	False	False
Zc2hc1a	False	False
Zc2hc1b	False	False
Zc2hc1c	False	False
Zc3h10	False	False
Zc3h11a	False	False
Zc3h12a	False	False
Zc3h12c	False	False
Zc3h12d	False	True
Zc3h13	False	False
Zc3h14	False	False
Zc3h15	False	False
Zc3h18	False	False
Zc3h3	False	False
Zc3h4	False	False
Zc3h6	False	False
Zc3h7a	False	False
Zc3h7b	False	False
Zc3h8	False	True
Zc3hav1	False	False
Zc3hav1l	False	False
Zc3hc1	False	False
Zc4h2	False	False
Zcchc10	False	True
Zcchc12	True	False
Zcchc14	False	True
Zcchc17	False	True
Zcchc18	False	False
Zcchc2	False	False
Zcchc24	False	False
Zcchc3	False	False
Zcchc4	False	False
Zcchc7	False	False
Zcchc8	False	False
Zcchc9	False	False
Zcrb1	False	False
Zcwpw1	False	False
Zcwpw2	False	False
Zdhhc1	False	False
Zdhhc11	False	False
Zdhhc12	False	False
Zdhhc13	False	False
Zdhhc14	False	True
Zdhhc15	False	True
Zdhhc16	False	False
Zdhhc17	False	False
Zdhhc18	False	True
Zdhhc19	False	False
Zdhhc2	False	False
Zdhhc20	False	False
Zdhhc21	False	False
Zdhhc22	False	False
Zdhhc23	False	False
Zdhhc24	False	False
Zdhhc3	False	True
Zdhhc4	False	False
Zdhhc5	False	True
Zdhhc6	False	False
Zdhhc7	False	True
Zdhhc8	False	False
Zdhhc9	True	False
Zeb1	False	False
Zeb2	False	False
Zer1	False	False
Zfand1	False	False
Zfand2a	False	False
Zfand2b	False	True
Zfand3	False	False
Zfand4	False	False
Zfand5	False	False
Zfand6	False	False
Zfat	False	True
Zfc3h1	False	False
Zfhx2	False	False
Zfhx3	False	False
Zfhx4	True	False
Zfp1	False	False
Zfp105	False	True
Zfp106	False	False
Zfp11	False	False
Zfp110	False	True
Zfp111	False	True
Zfp112	False	False
Zfp113	False	False
Zfp12	False	False
Zfp120	False	False
Zfp128	False	True
Zfp13	False	False
Zfp131	False	False
Zfp14	False	False
Zfp142	False	False
Zfp143	False	False
Zfp146	False	False
Zfp148	False	False
Zfp174	False	False
Zfp182	False	False
Zfp184	False	False
Zfp185	False	False
Zfp2	False	True
Zfp202	False	False
Zfp207	False	False
Zfp212	False	True
Zfp217	True	True
Zfp219	False	False
Zfp239	False	False
Zfp24	False	False
Zfp26	False	False
Zfp260	False	False
Zfp263	False	False
Zfp268	False	False
Zfp27	False	False
Zfp276	False	False
Zfp28	False	False
Zfp280c	False	False
Zfp280d	False	True
Zfp281	False	True
Zfp282	False	False
Zfp287	False	False
Zfp292	False	False
Zfp296	True	True
Zfp3	False	True
Zfp30	False	False
Zfp316	False	False
Zfp318	False	False
Zfp319	False	True
Zfp322a	False	False
Zfp326	False	False
Zfp329	False	False
Zfp330	False	False
Zfp335	False	False
Zfp341	False	False
Zfp346	False	False
Zfp35	False	False
Zfp354a	False	False
Zfp354b	False	False
Zfp354c	False	False
Zfp36	False	False
Zfp365	False	True
Zfp366	False	False
Zfp367	False	False
Zfp369	False	True
Zfp36l1	True	False
Zfp36l2	True	False
Zfp36l3	False	False
Zfp37	False	False
Zfp382	False	False
Zfp383	False	False
Zfp384	False	True
Zfp385a	False	True
Zfp385b	False	False
Zfp385c	False	False
Zfp39	False	False
Zfp395	False	False
Zfp397	False	False
Zfp408	True	False
Zfp41	False	True
Zfp410	False	False
Zfp414	False	False
Zfp42	True	False
Zfp422	False	False
Zfp423	False	False
Zfp426	False	False
Zfp428	True	False
Zfp429	False	False
Zfp438	False	True
Zfp444	False	False
Zfp445	False	False
Zfp446	False	False
Zfp449	False	True
Zfp451	False	True
Zfp454	False	True
Zfp455	False	True
Zfp456	False	False
Zfp457	False	True
Zfp458	False	False
Zfp459	False	True
Zfp46	False	True
Zfp462	False	False
Zfp467	False	False
Zfp473	False	False
Zfp474	False	False
Zfp488	False	False
Zfp503	False	True
Zfp507	False	False
Zfp511	False	False
Zfp512	False	True
Zfp512b	False	False
Zfp513	False	False
Zfp516	False	False
Zfp518a	False	True
Zfp518b	False	False
Zfp521	False	False
Zfp523	False	False
Zfp524	False	False
Zfp526	False	False
Zfp53	False	False
Zfp532	False	False
Zfp536	False	False
Zfp54	True	False
Zfp541	False	False
Zfp551	False	False
Zfp553	False	False
Zfp568	False	False
Zfp57	False	False
Zfp574	False	False
Zfp575	False	False
Zfp579	False	False
Zfp58	False	False
Zfp580	False	False
Zfp583	False	False
Zfp59	False	False
Zfp592	False	False
Zfp593	False	False
Zfp595	False	True
Zfp597	False	False
Zfp598	False	False
Zfp60	False	False
Zfp606	False	False
Zfp608	False	False
Zfp609	False	False
Zfp612	False	True
Zfp618	False	True
Zfp62	False	True
Zfp622	False	False
Zfp628	False	False
Zfp629	False	True
Zfp637	False	True
Zfp638	False	False
Zfp639	False	False
Zfp64	False	False
Zfp641	False	False
Zfp644	False	False
Zfp646	False	False
Zfp647	False	False
Zfp652	False	False
Zfp653	False	False
Zfp654	False	False
Zfp655	False	True
Zfp661	False	False
Zfp664	False	True
Zfp667	False	True
Zfp668	False	True
Zfp672	False	False
Zfp677	False	False
Zfp683	False	False
Zfp687	False	False
Zfp689	False	False
Zfp69	False	False
Zfp691	False	False
Zfp692	False	False
Zfp697	False	False
Zfp703	False	False
Zfp704	False	False
Zfp706	False	False
Zfp708	False	False
Zfp709	False	True
Zfp710	False	False
Zfp711	True	True
Zfp715	False	False
Zfp729a	False	False
Zfp729b	False	False
Zfp738	False	False
Zfp74	False	False
Zfp740	False	False
Zfp746	False	True
Zfp748	False	False
Zfp750	False	False
Zfp758	False	True
Zfp759	False	False
Zfp768	False	False
Zfp770	False	True
Zfp771	False	True
Zfp775	False	True
Zfp777	False	False
Zfp784	False	False
Zfp786	False	False
Zfp787	False	True
Zfp800	False	False
Zfp804a	True	False
Zfp809	False	True
Zfp819	False	False
Zfp82	False	False
Zfp821	False	False
Zfp827	False	False
Zfp830	False	False
Zfp865	False	True
Zfp867	False	False
Zfp87	False	False
Zfp874a	False	False
Zfp874b	False	False
Zfp879	False	True
Zfp90	False	True
Zfp91	False	True
Zfp92	False	True
Zfp93	False	False
Zfp932	False	False
Zfp94	False	True
Zfp983	False	False
Zfpl1	False	False
Zfpm1	False	True
Zfpm2	False	True
Zfr	False	True
Zfx	False	False
Zfy1	False	False
Zfy2	True	True
Zfyve1	False	True
Zfyve16	False	False
Zfyve19	False	False
Zfyve21	False	False
Zfyve26	False	True
Zfyve27	False	False
Zfyve28	False	False
Zfyve9	False	False
Zg16	False	False
Zglp1	False	False
Zgpat	False	False
Zgrf1	False	False
Zhx1	False	False
Zhx2	False	False
Zhx3	False	False
Zic1	False	True
Zic2	False	False
Zic3	True	True
Zic4	False	True
Zic5	False	True
Zik1	False	False
Zkscan1	False	False
Zkscan14	False	False
Zkscan17	False	False
Zkscan3	False	True
Zkscan4	False	True
Zkscan5	True	False
Zkscan6	False	False
Zmat1	False	False
Zmat2	False	True
Zmat3	False	True
Zmat4	False	True
Zmat5	False	True
Zmiz1	False	True
Zmiz2	False	True
Zmpste24	False	True
Zmym2	False	False
Zmym3	False	False
Zmym4	True	False
Zmym5	False	False
Zmym6	False	False
Zmynd10	False	False
Zmynd11	False	False
Zmynd15	False	False
Zmynd19	False	False
Zmynd8	False	False
Znfx1	False	False
Znhit1	False	True
Znhit2	False	False
Znhit3	False	False
Znhit6	False	False
Znrf1	False	False
Znrf2	False	True
Znrf3	False	False
Znrf4	False	False
Zp1	False	False
Zp2	False	False
Zp3	True	False
Zp3r	False	True
Zpbp	False	False
Zpbp2	False	False
Zpld1	True	False
Zpr1	False	False
Zranb1	False	True
Zranb2	False	False
Zranb3	False	False
Zrsr1	False	False
Zrsr2	False	False
Zscan10	False	True
Zscan12	False	False
Zscan2	False	False
Zscan20	False	False
Zscan21	False	False
Zscan26	False	False
Zscan29	False	False
Zscan4b	False	False
Zscan4c	False	False
Zscan4d	False	False
Zscan4f	False	False
Zscan5b	True	False
Zswim1	False	False
Zswim2	False	True
Zswim3	True	False
Zswim4	False	True
Zswim5	False	False
Zswim6	True	False
Zswim7	False	False
Zswim8	False	False
Zup1	False	False
Zw10	False	True
Zwilch	False	False
Zwint	False	True
Zxdb	False	False
Zxdc	False	False
Zyg11b	False	False
Zyx	False	False
Zzef1	False	True
Zzz3	False	True
Fyb1	False	False
Igkv6-17	False	False
Iglc2	False	False
Iglc3	False	False
Gh1	False	False
Txn	False	False
H2-Q9	False	False
Ighv3-6	False	False
Kitlg	False	False
Gdf1	False	False
Cd24	False	False
G6pc1	False	False
Adss2	False	False
Mt4	False	False
Flt3lg	False	False
H4c1	False	False
Stx4	False	False
H3c13	False	False
Rps3a	False	False
Hist2h2bb	True	True
Znf521	False	False
Ntf4	False	False
Hist1h2bp	True	False
Pot1	False	False
Nrif1	False	False
Ccdc182	False	False
Clec6a	False	False
Myo15a	False	False
Ntn3	False	True
Igkv3-4	False	False
4930544G11Rik	False	False
Or56a4	False	False
Gm20815	False	False
Gm20834	False	False
4930438A08Rik	False	False
Or5p67	False	False
Cela3a	False	False
Nr1h5	False	True
Trav10	False	False
Or9g3	False	False
Ifnz	False	False
Ttc39d	False	True
Pkdrej	False	False
Hbq1b	False	False
Or8g21	False	False
Gm45837	False	False
Or5a1	False	False
Gm4847	False	False
Zfp616	False	False
P01741	False	False
Or5w16	False	False
Or7d10	False	False
Cytl1	True	True
Or6c7	False	False
Or51t4	False	False
Trdc	False	False
Ighv1-11	False	False
Gm3550	False	False
P01802	False	False
Ighv9-4	False	False
Or13g1	False	False
Gm2381	False	False
Gm11127	False	False
Gm49392	False	False
P01807	False	False
Cdc20b	False	False
Or14a259	False	False
Or12e14	False	False
A0A286YDM5	False	False
Acad12	False	False
Rdh16f1	False	False
Pcdha6	False	False
Igkv3-12	False	False
Zfp931	False	False
Ighv1-74	False	False
Or5d40	False	False
Or5p59	False	False
P18527	False	False
9830107B12Rik	False	True
Obox1	False	False
Abhd1	False	False
Ighv1-31	False	False
Gm14443	False	False
Pagr1b	False	False
Smok3b	False	False
Or8k24	False	False
A630089N07Rik	False	False
Zfp959	False	False
Zfp949	False	False
Gm49486	False	False
Or1e23	False	False
P06329	False	False
Gm3604	False	False
4930415L06Rik	False	False
Or8b35	False	False
4921511C20Rik	False	False
Olfr485	False	False
Gm49510	False	False
Zfp872	False	False
Lrriq1	False	False
Ifitm6	True	False
Or5w1b	False	False
Ifit1bl2	False	False
Zfp971	False	False
Ascl4	False	False
Or4c99	False	False
Ighv1-24	False	False
Vmn2r88	False	False
Gm49337	False	False
Pabpc1l	False	False
Tmem178b	False	False
Phxr5	False	False
Gm4767	False	False
Zfp712	False	False
Trbv12-1	False	False
Ighv1-4	False	False
Crisp4	False	True
Igh-J	False	False
Or8k1	False	False
Ighv1-20	False	False
Ankrd39	False	True
Gm28079	False	False
Ighv1-77	False	False
Igkv5-43	False	False
Gm20503	False	False
Ighv5-15	False	False
Anp32-ps	False	False
Serpina16	False	False
Or4e2	False	False
Vinac1	False	False
Ighg2c	False	False
Vmn2r53	False	False
P01820	False	False
Gm45717	False	False
Or8d1b	False	False
Or5b24	False	False
Ighv7-3	False	False
Or51ai2	False	False
Ighv1-64	False	False
Gm21693	False	False
Ighe	False	False
Gm49601	False	False
Ighv3-4	False	False
Mtx3	False	True
Vmn2r16	False	False
Or5d47	False	False
Sirpb1b	False	False
Or4f54	False	False
Vmn2r19	False	False
Or10p22	False	False
Ighv1-39	False	False
Or11m3	False	False
P01796	False	False
Ighv5-12	False	False
Mei1	False	False
Magee2	False	True
Or7g19	False	False
Crxos	False	False
P06324	False	False
Cldn34d	False	False
Gm20795	False	False
P01804	False	False
Zfp780b	False	False
Gm5849	False	False
Or10h1b	False	False
Cryga	True	True
P01810	False	False
Ighv1-75	False	False
Lao1	True	False
Ighv7-4	False	False
Or8g26	False	False
Gm5478	False	False
Trgc2	False	False
Krt74	False	False
Or8g37	False	False
Or1s2	False	False
Or5p76	False	False
Or4f14c	False	False
Prelid2	False	False
Or5p6	False	False
Zfp950	False	False
Spin2g	False	False
Gm14444	False	False
Or5d38	False	False
Lrriq4	False	False
P01798	False	False
Lrrc61	False	False
Or8g24	False	False
Gm9040	False	False
Zfp236	False	False
Or10a2	False	False
Or8c18	False	False
Zscan4-ps1	False	False
Igkv3-5	False	False
Or9m2	False	False
Apold1	True	True
Ankrd54	False	False
Igkv20-101-2	False	False
Zfp605	False	True
Or51k1	False	False
Or7g26	False	False
Gm9046	False	False
Or5m13	False	False
Olfml1	False	False
Ighv6-7	False	False
Or7g31	False	False
Gm6882	False	False
H2-Bl	False	False
Or1p1c	False	False
Spopfm3	False	False
Prickle4	False	False
Trgv6	False	False
Or9i2	False	False
Zfp235	False	False
Gm28363	False	False
Gm21117	False	False
Or1j17	False	False
Litafd	False	False
Or5p66	False	False
Fam122c	False	True
Gm13271	False	False
Ighv13-2	False	False
Plekho2	False	True
Ighv3-5	False	False
Trdv4	False	False
Ighv1-82	False	False
Or1e26	False	False
Or10al7	False	False
Or8b57	False	False
Fdxacb1	False	False
Ces1h	False	False
Cldn34b2	False	False
Trim34b	False	False
Lrrc10	True	True
Ighv1-47	False	False
Gm28510	False	False
P01757	False	False
Igkv4-74	False	False
Zfp78	False	False
Or8b37	False	False
Gm20518	False	False
Or5al5	False	False
Ighv1-76	False	False
Or51q1	False	False
Ighv6-3	False	False
Ighv10-3	False	False
Gm14322	False	False
P01667	False	False
Ifnab	False	False
Gm26938	False	False
Igkv8-18	False	False
2810021J22Rik	False	True
P01756	False	False
Zfp119a	False	False
Gm20441	False	False
Gm42957	False	False
Gm21972	False	False
Enthd1	False	False
P18529	False	False
Gm7145	False	False
Or10q1b	False	False
Or4f14b	False	False
Lrrc29	False	True
Or9q2	False	False
Or9s27	False	False
Zfp825	False	False
Or4c10	False	False
Tuba3a	False	True
Clca4b	False	False
Gm21974	False	False
Or7a41	False	False
Or5ar1	False	False
Or10aa3	False	False
Or4a66	False	False
Tmsb15b1	False	False
P01843	False	False
Ighv8-4	False	False
Or5ak4	False	False
Or5h25	False	False
Or5t18	False	False
Or7e173	False	False
Or9i1b	False	False
P18528	False	False
Or6b2b	False	False
Gm49496	False	False
Gm10662	False	False
Gm21970	False	False
Or4l15	False	False
Atp10d	False	False
Ighv1-9	False	False
Vmn2r-ps158	False	False
P01728	False	False
Gm29644	False	False
Gbp10	True	False
Or8b36	False	False
Lrrc23	False	True
1700017N19Rik	False	True
Zfp791	False	False
Ighv8-13	False	False
Igh-VX24	False	False
Zfp345	False	False
Zfp882	False	True
Rex2	False	False
Or51b6b	False	False
Ighv7-2	False	False
Or51ac3	False	False
Ighv1-53	False	False
