File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF445IPT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR143CEO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF766PNT/, /files/ENCFF009UWA/, /files/ENCFF227IZS/, /files/ENCFF910IKB/	7116301	ENCODE Processing Pipeline	f913b6f3c3c0751557b37e1de21fe0cd		https://www.encodeproject.org/files/ENCFF445IPT/@@download/ENCFF445IPT.bed.gz				released	s3://encode-public/2016/10/24/209aa334-826b-4e79-8df2-0450a5405437/ENCFF445IPT.bed.gz	low read depth, borderline replicate concordance		
ENCFF555WLF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR143CEO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE			450-650	2	2_1							/files/ENCFF766PNT/, /files/ENCFF227IZS/	6400185	ENCODE Processing Pipeline	027409a4820427e325fca8ed1032a58a		https://www.encodeproject.org/files/ENCFF555WLF/@@download/ENCFF555WLF.bed.gz				released	s3://encode-public/2016/10/27/d3066e0c-38d3-45a5-8288-72b2aec54172/ENCFF555WLF.bed.gz	low read depth, borderline replicate concordance		
ENCFF015XIL	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR143CEO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF464LBI/, /files/ENCFF555WLF/, /files/ENCFF419RSJ/, /files/ENCFF445IPT/	27629	ENCODE Processing Pipeline	ae72a332b0dec570b5ebb634d41786e1		https://www.encodeproject.org/files/ENCFF015XIL/@@download/ENCFF015XIL.bed.gz				released	s3://encode-public/2016/10/28/d1dea3ad-55ba-4b3d-9d49-74bf6ff6abd2/ENCFF015XIL.bed.gz	low read depth, borderline replicate concordance		
ENCFF784MKW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR143CEO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF464LBI/, /files/ENCFF555WLF/, /files/ENCFF419RSJ/, /files/ENCFF445IPT/	61334	ENCODE Processing Pipeline	89685b695fd0d1d00fd89d2f5f9cc7cc		https://www.encodeproject.org/files/ENCFF784MKW/@@download/ENCFF784MKW.bed.gz				released	s3://encode-public/2016/10/28/a7dafa1b-0f8d-465b-babb-1953d8b8a18e/ENCFF784MKW.bed.gz	low read depth, borderline replicate concordance		
ENCFF650LAD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR494PWZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2016-10-31	ENCODE			450-650	1	1_1							/files/ENCFF049FZG/, /files/ENCFF910IKB/	6811757	ENCODE Processing Pipeline	dea73b889e66d7c7aa71820b68dea096		https://www.encodeproject.org/files/ENCFF650LAD/@@download/ENCFF650LAD.bed.gz				released	s3://encode-public/2016/10/24/03448af4-289a-4fe5-a659-365eb850dffb/ENCFF650LAD.bed.gz	borderline replicate concordance		
ENCFF200TFW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR494PWZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2016-10-31	ENCODE			450-650	2	2_1							/files/ENCFF667WHX/, /files/ENCFF227IZS/	6851022	ENCODE Processing Pipeline	8b243d6bcdbc8e0966902a1c0d590ef2		https://www.encodeproject.org/files/ENCFF200TFW/@@download/ENCFF200TFW.bed.gz				released	s3://encode-public/2016/10/24/73715d60-f30d-4ec1-ba50-7700f5436c4c/ENCFF200TFW.bed.gz	borderline replicate concordance		
ENCFF480AAV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR494PWZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF667WHX/, /files/ENCFF227IZS/, /files/ENCFF049FZG/, /files/ENCFF910IKB/	7257740	ENCODE Processing Pipeline	f72cd35003129fbb68416dfa4e620bdd		https://www.encodeproject.org/files/ENCFF480AAV/@@download/ENCFF480AAV.bed.gz				released	s3://encode-public/2016/10/24/6bdb5ed4-9272-447d-b016-773e46651f3d/ENCFF480AAV.bed.gz	borderline replicate concordance		
ENCFF588EZF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR494PWZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZC3H8-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF200TFW/, /files/ENCFF480AAV/, /files/ENCFF650LAD/, /files/ENCFF419RSJ/	142690	ENCODE Processing Pipeline	138a759e818fe9e79cd8f1bf412dbe04		https://www.encodeproject.org/files/ENCFF588EZF/@@download/ENCFF588EZF.bed.gz				released	s3://encode-public/2016/10/24/cead21d1-ce3f-4bef-b4da-ceed0751bf6c/ENCFF588EZF.bed.gz	borderline replicate concordance		
ENCFF185ACS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR331BDJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NKRF-human	DNA						2016-09-01	ENCODE			450-650	1	1_1							/files/ENCFF887MQT/, /files/ENCFF910IKB/	6366670	ENCODE Processing Pipeline	507dae7fa449763701d0f4d19547096c		https://www.encodeproject.org/files/ENCFF185ACS/@@download/ENCFF185ACS.bed.gz				released	s3://encode-public/2016/10/24/d4b8fd64-742f-4cf7-b730-92238041414e/ENCFF185ACS.bed.gz	borderline replicate concordance		
ENCFF495XGA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR331BDJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NKRF-human	DNA						2016-09-01	ENCODE			450-650	2	2_1							/files/ENCFF543IWP/, /files/ENCFF227IZS/	7057441	ENCODE Processing Pipeline	73bb9112addb5c2b6a49d941aab19547		https://www.encodeproject.org/files/ENCFF495XGA/@@download/ENCFF495XGA.bed.gz				released	s3://encode-public/2016/10/24/6e89f09e-98ef-44be-bb0b-08b6b865bdd2/ENCFF495XGA.bed.gz	borderline replicate concordance		
ENCFF632SXM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR331BDJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NKRF-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF887MQT/, /files/ENCFF543IWP/, /files/ENCFF227IZS/, /files/ENCFF910IKB/	7260769	ENCODE Processing Pipeline	89e6b767744f87e9cdd9ddf069490809		https://www.encodeproject.org/files/ENCFF632SXM/@@download/ENCFF632SXM.bed.gz				released	s3://encode-public/2016/10/24/c366e09d-f8ea-4790-9774-284c4d449a6a/ENCFF632SXM.bed.gz	borderline replicate concordance		
ENCFF287RKT	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR331BDJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NKRF-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF185ACS/, /files/ENCFF495XGA/, /files/ENCFF632SXM/, /files/ENCFF419RSJ/	248619	ENCODE Processing Pipeline	9f3c3a6cd600d6715ced39ca55b10f40		https://www.encodeproject.org/files/ENCFF287RKT/@@download/ENCFF287RKT.bed.gz				released	s3://encode-public/2016/10/24/bb19ebc1-f010-49fb-a32b-7ac486baf4cf/ENCFF287RKT.bed.gz	borderline replicate concordance		
ENCFF520QSR	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR331BDJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NKRF-human	DNA						2016-09-01	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF185ACS/, /files/ENCFF495XGA/, /files/ENCFF632SXM/, /files/ENCFF419RSJ/	338676	ENCODE Processing Pipeline	8a2bda65f1df079509a1649adf334cab		https://www.encodeproject.org/files/ENCFF520QSR/@@download/ENCFF520QSR.bed.gz				released	s3://encode-public/2016/10/24/a258c734-d184-433d-93a3-6483f4172486/ENCFF520QSR.bed.gz	borderline replicate concordance		
ENCFF932FDI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR996ESX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFRKB-human	DNA						2018-01-26	ENCODE			450-650	1	1_1							/files/ENCFF903TVU/, /files/ENCFF910IKB/	6212749	ENCODE Processing Pipeline	21b600e0c137e8832ad885f0168c5d30		https://www.encodeproject.org/files/ENCFF932FDI/@@download/ENCFF932FDI.bed.gz				released	s3://encode-public/2016/11/18/f3c1e422-f36c-4683-a4d3-63fca638c05d/ENCFF932FDI.bed.gz	low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF479SHP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR996ESX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFRKB-human	DNA						2018-01-26	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF112SEL/	6589704	ENCODE Processing Pipeline	1e81fc52846e2e92f25c6fa35350ad15		https://www.encodeproject.org/files/ENCFF479SHP/@@download/ENCFF479SHP.bed.gz				released	s3://encode-public/2016/11/18/57999e98-68ff-4581-9c35-7031d47e749f/ENCFF479SHP.bed.gz	low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF500WWL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR996ESX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFRKB-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF903TVU/, /files/ENCFF112SEL/, /files/ENCFF227IZS/, /files/ENCFF910IKB/	7162057	ENCODE Processing Pipeline	06109ab096430611900779b666679020		https://www.encodeproject.org/files/ENCFF500WWL/@@download/ENCFF500WWL.bed.gz				released	s3://encode-public/2016/11/18/f75876f1-455d-4e96-99d3-d681a8243635/ENCFF500WWL.bed.gz	low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF847JCH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR996ESX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFRKB-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF932FDI/, /files/ENCFF479SHP/, /files/ENCFF500WWL/	111826	ENCODE Processing Pipeline	0598671520337ab37267c841df24e401		https://www.encodeproject.org/files/ENCFF847JCH/@@download/ENCFF847JCH.bed.gz				released	s3://encode-public/2016/11/18/b6849850-aaf2-44b7-b51e-1dc488a22cb5/ENCFF847JCH.bed.gz	low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF779KIS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR996ESX	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										NFRKB-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF932FDI/, /files/ENCFF479SHP/, /files/ENCFF500WWL/	147610	ENCODE Processing Pipeline	ef3e0a027be245d770f97067ee92e74e		https://www.encodeproject.org/files/ENCFF779KIS/@@download/ENCFF779KIS.bed.gz				released	s3://encode-public/2016/11/18/8d8a3644-98b5-4d07-a3c7-976657b665fe/ENCFF779KIS.bed.gz	low read depth, mild to moderate bottlenecking	partially characterized antibody	
ENCFF646YVH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR674SCQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ZNF354B-human/		hg19 5 178165941 178337239		ZNF354B-human	DNA						2017-02-13	ENCODE				2	2_1							/files/ENCFF874TOY/, /files/ENCFF103HTZ/	7249249	ENCODE Processing Pipeline	87221ddd88053e98de0b5f627f627d77		https://www.encodeproject.org/files/ENCFF646YVH/@@download/ENCFF646YVH.bed.gz				released	s3://encode-public/2017/02/10/790fe9ce-eaff-40e9-b2d7-8f8a0a868f27/ENCFF646YVH.bed.gz	missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization		
ENCFF905NQR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR674SCQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ZNF354B-human/		hg19 5 178165941 178337239		ZNF354B-human	DNA						2017-02-13	ENCODE				1	1_1							/files/ENCFF874TOY/, /files/ENCFF864BUV/	7316576	ENCODE Processing Pipeline	0c5980adb2664940d4da4140420602a5		https://www.encodeproject.org/files/ENCFF905NQR/@@download/ENCFF905NQR.bed.gz				released	s3://encode-public/2017/02/10/86950c17-4de4-48f8-9073-79598fd900c1/ENCFF905NQR.bed.gz	missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization		
ENCFF386PEX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR674SCQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ZNF354B-human/		hg19 5 178165941 178337239		ZNF354B-human	DNA						2017-02-13	ENCODE				1, 2	1_1, 2_1							/files/ENCFF905NQR/, /files/ENCFF419RSJ/, /files/ENCFF646YVH/, /files/ENCFF331MJT/	79330	ENCODE Processing Pipeline	e11b911b035ef368ed2d939aa3b6b14d		https://www.encodeproject.org/files/ENCFF386PEX/@@download/ENCFF386PEX.bed.gz				released	s3://encode-public/2017/02/10/ffd20dc0-1d5f-4656-ad6c-4d4cd0feb9f4/ENCFF386PEX.bed.gz	missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization		
ENCFF533OBT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR674SCQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ZNF354B-human/		hg19 5 178165941 178337239		ZNF354B-human	DNA						2017-02-13	ENCODE				1, 2	1_1, 2_1							/files/ENCFF905NQR/, /files/ENCFF419RSJ/, /files/ENCFF646YVH/, /files/ENCFF331MJT/	91678	ENCODE Processing Pipeline	8a565b68c91fb99cf36e3acb754ad3aa		https://www.encodeproject.org/files/ENCFF533OBT/@@download/ENCFF533OBT.bed.gz				released	s3://encode-public/2017/02/10/6863804c-7dfd-45a5-85ca-28bf17af5f5d/ENCFF533OBT.bed.gz	missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization		
ENCFF331MJT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR674SCQ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/ZNF354B-human/		hg19 5 178165941 178337239		ZNF354B-human	DNA						2017-02-13	ENCODE				1, 2	1_1, 2_1							/files/ENCFF874TOY/, /files/ENCFF864BUV/, /files/ENCFF103HTZ/	7290175	ENCODE Processing Pipeline	954d46afd3cbc0739764473c2550cb60		https://www.encodeproject.org/files/ENCFF331MJT/@@download/ENCFF331MJT.bed.gz				released	s3://encode-public/2017/02/10/c3a9f18c-ada6-476c-abc4-cacaabf93d75/ENCFF331MJT.bed.gz	missing compliant biosample characterization, mild to moderate bottlenecking, missing genetic modification characterization		
ENCFF044BDY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR189TRZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TCF12-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF532BVM/, /files/ENCFF227IZS/	6471115	ENCODE Processing Pipeline	3caabdf7296c8f602cc28ed8af78873f		https://www.encodeproject.org/files/ENCFF044BDY/@@download/ENCFF044BDY.bed.gz				released	s3://encode-public/2017/01/26/7abd7550-59bb-4b8f-b380-50537c93fc31/ENCFF044BDY.bed.gz	antibody characterized with exemption		
ENCFF304BDR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR189TRZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TCF12-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF283SLJ/, /files/ENCFF910IKB/	6607409	ENCODE Processing Pipeline	29a97c01d23a2cfd53c3cb12a42e343e		https://www.encodeproject.org/files/ENCFF304BDR/@@download/ENCFF304BDR.bed.gz				released	s3://encode-public/2017/01/26/fc0e2db9-1252-4471-a220-2529bd3dadd7/ENCFF304BDR.bed.gz	antibody characterized with exemption		
ENCFF952JIK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR189TRZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TCF12-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF044BDY/, /files/ENCFF223ZVT/, /files/ENCFF419RSJ/, /files/ENCFF304BDR/	294522	ENCODE Processing Pipeline	52ed0332d740140a177782f40e0872bc		https://www.encodeproject.org/files/ENCFF952JIK/@@download/ENCFF952JIK.bed.gz				released	s3://encode-public/2017/01/26/8d7a179c-b8c8-44df-b9a2-f0a7a312796e/ENCFF952JIK.bed.gz	antibody characterized with exemption		
ENCFF223ZVT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR189TRZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TCF12-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF532BVM/, /files/ENCFF283SLJ/, /files/ENCFF227IZS/, /files/ENCFF910IKB/	7193691	ENCODE Processing Pipeline	0f12f6f00f46c3eaa03f0faacb533b8f		https://www.encodeproject.org/files/ENCFF223ZVT/@@download/ENCFF223ZVT.bed.gz				released	s3://encode-public/2017/01/26/e1b1882d-785e-4857-8549-b8a02a94237f/ENCFF223ZVT.bed.gz	antibody characterized with exemption		
ENCFF883AYB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR189TRZ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										TCF12-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF044BDY/, /files/ENCFF223ZVT/, /files/ENCFF419RSJ/, /files/ENCFF304BDR/	196231	ENCODE Processing Pipeline	2566c03c3201c8842a55f9491c3171de		https://www.encodeproject.org/files/ENCFF883AYB/@@download/ENCFF883AYB.bed.gz				released	s3://encode-public/2017/01/26/0763cdaf-cb55-4abe-af98-f25177c6a206/ENCFF883AYB.bed.gz	antibody characterized with exemption		
ENCFF466SJL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR389PWB	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZBTB5-human	DNA						2018-01-26	ENCODE			450-650	1	1_1							/files/ENCFF910IKB/, /files/ENCFF731WSZ/	6567394	ENCODE Processing Pipeline	95916278dc296b1023b4f6614b98353f		https://www.encodeproject.org/files/ENCFF466SJL/@@download/ENCFF466SJL.bed.gz				released	s3://encode-public/2016/10/24/00483920-51df-4842-80c2-5773aaa42e08/ENCFF466SJL.bed.gz		partially characterized antibody	
ENCFF007LEG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR389PWB	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZBTB5-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF218HXP/, /files/ENCFF466SJL/, /files/ENCFF419RSJ/, /files/ENCFF727TIW/	43949	ENCODE Processing Pipeline	bd0c474d0fbc16625c3def6754e4384c		https://www.encodeproject.org/files/ENCFF007LEG/@@download/ENCFF007LEG.bed.gz				released	s3://encode-public/2016/10/28/a5f9a520-5021-4402-a0e5-e845ad01552c/ENCFF007LEG.bed.gz		partially characterized antibody	
ENCFF727TIW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR389PWB	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZBTB5-human	DNA						2018-01-26	ENCODE			450-650	2	2_1							/files/ENCFF066FOE/, /files/ENCFF227IZS/	6199715	ENCODE Processing Pipeline	fa1275e74c8deb36314bf1099a85a4d1		https://www.encodeproject.org/files/ENCFF727TIW/@@download/ENCFF727TIW.bed.gz				released	s3://encode-public/2016/10/28/df5f4321-3703-4b9d-abb4-d5c012e28496/ENCFF727TIW.bed.gz		partially characterized antibody	
ENCFF218HXP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR389PWB	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZBTB5-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF066FOE/, /files/ENCFF227IZS/, /files/ENCFF910IKB/, /files/ENCFF731WSZ/	7174554	ENCODE Processing Pipeline	842c01e72e7c2737628d1f72182768fb		https://www.encodeproject.org/files/ENCFF218HXP/@@download/ENCFF218HXP.bed.gz				released	s3://encode-public/2016/10/28/9c90a7a7-a2b8-4544-852b-50d147738cc2/ENCFF218HXP.bed.gz		partially characterized antibody	
ENCFF014KUI	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR389PWB	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZBTB5-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF218HXP/, /files/ENCFF466SJL/, /files/ENCFF419RSJ/, /files/ENCFF727TIW/	78281	ENCODE Processing Pipeline	21b4afdf9dc4444e03516f090a066414		https://www.encodeproject.org/files/ENCFF014KUI/@@download/ENCFF014KUI.bed.gz				released	s3://encode-public/2016/10/28/aba89932-ee8c-4512-a80d-52010d5f3473/ENCFF014KUI.bed.gz		partially characterized antibody	
ENCFF890OYV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR264CZJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THRA-human	DNA						2017-06-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF712WXB/, /files/ENCFF749BVC/, /files/ENCFF574EKT/, /files/ENCFF790TAN/	7127345	ENCODE Processing Pipeline	2109c39d8585fa38c80c2e653124d032		https://www.encodeproject.org/files/ENCFF890OYV/@@download/ENCFF890OYV.bed.gz				released	s3://encode-public/2016/10/31/272b2c0c-65a9-4acc-bd87-a75846ac0fbb/ENCFF890OYV.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF426KPY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR264CZJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THRA-human	DNA						2017-06-29	ENCODE			450-650	1	1_1							/files/ENCFF712WXB/, /files/ENCFF574EKT/	6336961	ENCODE Processing Pipeline	2e10ac50c9631caa441a32d8720910bb		https://www.encodeproject.org/files/ENCFF426KPY/@@download/ENCFF426KPY.bed.gz				released	s3://encode-public/2016/10/31/c804558d-7cd3-4b1a-937f-371da38a22a5/ENCFF426KPY.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF371YLX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR264CZJ	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										THRA-human	DNA						2017-06-29	ENCODE			450-650	2	2_1							/files/ENCFF749BVC/, /files/ENCFF790TAN/	6619117	ENCODE Processing Pipeline	2f8157687c8a81d9e4d1e0b0fa0e19be		https://www.encodeproject.org/files/ENCFF371YLX/@@download/ENCFF371YLX.bed.gz				released	s3://encode-public/2016/10/31/fe7c8b8b-ad71-4614-8651-f7f6aeeb123a/ENCFF371YLX.bed.gz	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance		
